Marque;Modele;Prix;Annee;Kilometrage;Energie;Transmission;Nombres de portes;Puissance;Nombre de places;Emission de CO2;Consommation de carburant;Couleur;Url
Citroen;Ds5;17500;2015;98000;Hybride;Semi automatique;4;8;5;90;3.5;Gris;https://www.paruvendu.fr/a/voiture-occasion/citroen/ds5/1274434754A1KVVOCIDS5
Mini;Countryman;24990;2020;70000;Hybride;Automatique;4;6;5;55;2.4;Bleu;https://www.paruvendu.fr/a/voiture-occasion/mini/countryman/1273181688A1KVVOMCMIN
Bmw;X5;36500;2018;89900;Hybride;Automatique;4;13;5;77;3.3;Gris;https://www.paruvendu.fr/a/voiture-occasion/bmw/x5/1274646176A1KVVOBMX5
Mercedes;Classe gle;35000;2018;93500;Hybride;Automatique;4;20;5;84;3.7;Gris;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-gle/1273863766A1KVVOMEGLE
Mini;Countryman;26500;2018;36100;Hybride;Automatique;4;6;5;55;2.4;Blanc;https://www.paruvendu.fr/a/voiture-occasion/mini/countryman/1267818975A1KVVOMCMIN
Bmw;Serie 2;19500;2017;86000;Hybride;Automatique;4;5;5;46;2.0;Gris;https://www.paruvendu.fr/a/voiture-occasion/bmw/serie-2/1274950430A1KVVOBMS2
Mercedes;Classe c;23300;2015;110700;Hybride;Automatique;4;10;5;49;2.1;Bleu;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-c/1274859486A1KVVOMEC
Ford;Mondeo;20900;2018;40700;Hybride;Automatique;4;7;5;92;4.2;Noir;https://www.paruvendu.fr/a/voiture-occasion/ford/mondeo/1274291986A1KVVOFOMON
Lexus;Nx;19900;2015;158000;Hybride;Automatique;4;8;4;121;5.3;Marron;https://www.paruvendu.fr/a/voiture-occasion/lexus/nx/1274753441A1KVVOLXNX
Toyota;Yaris;16200;2017;29000;Hybride;Automatique;4;3;5;82;3.6;Noir;https://www.paruvendu.fr/a/voiture-occasion/toyota/yaris/1267196287A1KVVOTOYAR
Toyota;C-hr;19500;2017;87000;Hybride;Automatique;4;4;5;87;3.9;Gris;https://www.paruvendu.fr/a/voiture-occasion/toyota/c-hr/1273625566A1KVVOTOCHR
Toyota;C-hr;19700;2018;50500;Hybride;Automatique;4;4;5;86;3.8;Bleu;https://www.paruvendu.fr/a/voiture-occasion/toyota/c-hr/1265802522A1KVVOTOCHR
Ford;Mondeo;21900;2018;47300;Hybride;Automatique;5;7;5;92;4.2;Blanc;https://www.paruvendu.fr/a/voiture-occasion/ford/mondeo/1274855524A1KVVOFOMON
Volkswagen;Touareg;19990;2010;122009;Hybride;Automatique;5;22;5;193;8.2;Vert;https://www.paruvendu.fr/a/voiture-occasion/volkswagen/touareg/1270488201A1KVVOVWTOG
Bmw;X5;32989;2017;93546;Hybride;Automatique;5;13;5;78;3.4;Gris;https://www.paruvendu.fr/a/voiture-occasion/bmw/x5/1273366544A1KVVOBMX5
Mercedes;Classe glc;36500;2017;115000;Hybride;Automatique;4;10;5;62;2.6;Blanc;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-glc/1274738525A1KVVOMEGLC
Porsche;Cayenne;76000;2019;83900;Hybride;Automatique;5;20;5;72;3.1;Noir;https://www.paruvendu.fr/a/voiture-occasion/porsche/cayenne/1275036787A1KVVOPOCAY
Porsche;Panamera;84500;2019;67782;Hybride;Automatique;4;19;5;64;2.8;Gris;https://www.paruvendu.fr/a/voiture-occasion/porsche/panamera/1270562302A1KVVOPOPAN
Volkswagen;Golf;19990;2018;103078;Hybride;Automatique;4;6;5;36;1.6;Gris;https://www.paruvendu.fr/a/voiture-occasion/volkswagen/golf/1272985651A1KVVOVWGOL
Citroen;Ds7;35900;2021;46000;Hybride;Automatique;4;10;5;36;1.6;Bleu;https://www.paruvendu.fr/a/voiture-occasion/citroen/ds7/1273417550A1KVVOCIDS7
Volkswagen;Golf;19490;2015;84200;Hybride;Automatique;4;6;5;35;1.5;Gris;https://www.paruvendu.fr/a/voiture-occasion/volkswagen/golf/1275023193A1KVVOVWGOL
Volkswagen;Golf;20490;2017;106000;Hybride;Automatique;4;6;5;36;1.6;Gris;https://www.paruvendu.fr/a/voiture-occasion/volkswagen/golf/1274848577A1KVVOVWGOL
Citroen;Ds7;43600;2021;43200;Hybride;Automatique;4;11;5;34;1.5;Gris;https://www.paruvendu.fr/a/voiture-occasion/citroen/ds7/1275295729A1KVVOCIDS7
Toyota;Yaris;13700;2020;37200;Hybride;Automatique;4;3;5;84;3.6;Blanc;https://www.paruvendu.fr/a/voiture-occasion/toyota/yaris/1275295572A1KVVOTOYAR
Hyundai;Tucson;17799;2019;76934;Hybride;Manuelle;4;6;5;126;4.8;Beige;https://www.paruvendu.fr/a/voiture-occasion/hyundai/tucson/1272206367A1KVVOHYTUC
Mercedes;Classe glc;28490;2017;162628;Hybride;Automatique;4;10;5;62;2.6;Bleu;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-glc/1275164571A1KVVOMEGLC
Audi;A3;19990;2016;82000;Hybride;Automatique;5;6;5;39;1.7;Gris;https://www.paruvendu.fr/a/voiture-occasion/audi/a3/1266754199A1KVVOAUA3
Mercedes;Classe c;24980;2017;112161;Hybride;Automatique;4;10;5;48;2.1;Noir;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-c/1273642194A1KVVOMEC
Toyota;Corolla;23490;2020;37200;Hybride;Automatique;4;4;5;76;3.7;Marron;https://www.paruvendu.fr/a/voiture-occasion/toyota/corolla/1272635548A1KVVOTOCOR
Citroen;Ds7;26990;2020;81000;Hybride;Automatique;4;9;5;36;1.6;Orange;https://www.paruvendu.fr/a/voiture-occasion/citroen/ds7/1274008774A1KVVOCIDS7
Volvo;Xc90;29990;2018;180900;Hybride;Automatique;4;18;7;49;2.1;Blanc;https://www.paruvendu.fr/a/voiture-occasion/volvo/xc90/1273889910A1KVVOVOXC9
Volkswagen;Golf;22990;2019;44900;Hybride;Automatique;4;6;5;40;1.9;Blanc;https://www.paruvendu.fr/a/voiture-occasion/volkswagen/golf/1274822286A1KVVOVWGOL
Toyota;Yaris;12990;2017;70000;Hybride;Automatique;4;3;5;75;3.3;Rouge;https://www.paruvendu.fr/a/voiture-occasion/toyota/yaris/1275230921A1KVVOTOYAR
Ford;Mondeo;13490;2018;170000;Hybride;Automatique;4;7;5;89;4.2;Gris;https://www.paruvendu.fr/a/voiture-occasion/ford/mondeo/1275230914A1KVVOFOMON
Toyota;Prius;12990;2012;158200;Hybride;Automatique;4;5;5;89;3.9;Blanc;https://www.paruvendu.fr/a/voiture-occasion/toyota/prius/1272509035A1KVVOTOPRI
Lexus;Ux;25300;2020;59000;Hybride;Automatique;4;7;5;94;4.1;Noir;https://www.paruvendu.fr/a/voiture-occasion/lexus/ux/1274691689A1KVVOLXUX
Porsche;Cayenne;74990;2019;64000;Hybride;Automatique;5;20;5;72;3.1;Noir;https://www.paruvendu.fr/a/voiture-occasion/porsche/cayenne/1274828089A1KVVOPOCAY
Porsche;Cayenne;83990;2020;62300;Hybride;Automatique;4;20;5;72;3.1;Noir;https://www.paruvendu.fr/a/voiture-occasion/porsche/cayenne/1273242101A1KVVOPOCAY
Kia;Niro;16990;2018;78002;Hybride;Automatique;4;5;5;79;3.4;Blanc;https://www.paruvendu.fr/a/voiture-occasion/kia/niro/1274970404A1KVVOKINIR
Audi;A3;18990;2015;97000;Hybride;Automatique;5;6;5;39;1.7;Noir;https://www.paruvendu.fr/a/voiture-occasion/audi/a3/1274820372A1KVVOAUA3
Toyota;Corolla;25990;2020;31200;Hybride;Automatique;4;7;5;85;3.8;Rouge;https://www.paruvendu.fr/a/voiture-occasion/toyota/corolla/1275281330A1KVVOTOCOR
Citroen;Ds4;34990;2022;14000;Hybride;Automatique;4;10;5;32;1.4;Rouge;https://www.paruvendu.fr/a/voiture-occasion/citroen/ds4/1274480883A1KVVOCIDS4
Toyota;C-hr;18800;2019;60500;Hybride;Automatique;4;4;5;86;3.8;Gris;https://www.paruvendu.fr/a/voiture-occasion/toyota/c-hr/1274855154A1KVVOTOCHR
Porsche;Panamera;66990;2020;103000;Hybride;Automatique;4;19;4;56;2.5;Noir;https://www.paruvendu.fr/a/voiture-occasion/porsche/panamera/1275278401A1KVVOPOPAN
Toyota;Auris;13490;2016;121000;Hybride;Automatique;4;5;5;91;3.9;Beige;https://www.paruvendu.fr/a/voiture-occasion/toyota/auris/1275278362A1KVVOTOAUR
Lexus;Nx;26490;2020;89832;Hybride;Automatique;4;8;5;127;5.8;Blanc;https://www.paruvendu.fr/a/voiture-occasion/lexus/nx/1275278231A1KVVOLXNX
Volkswagen;Golf;18990;2016;106633;Hybride;Automatique;4;6;5;35;1.5;Gris;https://www.paruvendu.fr/a/voiture-occasion/volkswagen/golf/1273363034A1KVVOVWGOL
Mercedes;Classe a;32990;2020;22020;Hybride;Automatique;4;8;5;30;1.3;Gris;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-a/1275276891A1KVVOMEA
Toyota;Auris;15990;2016;80500;Hybride;Automatique;4;5;5;91;3.9;Noir;https://www.paruvendu.fr/a/voiture-occasion/toyota/auris/1273045880A1KVVOTOAUR
Toyota;Auris;15990;2015;39260;Hybride;Automatique;4;4;5;79;3.4;Blanc;https://www.paruvendu.fr/a/voiture-occasion/toyota/auris/1275276749A1KVVOTOAUR
Toyota;C-hr;20490;2019;71160;Hybride;Automatique;4;4;5;86;3.8;Gris;https://www.paruvendu.fr/a/voiture-occasion/toyota/c-hr/1275276750A1KVVOTOCHR
Lexus;Ct;19900;2019;83500;Hybride;Automatique;4;5;5;93;4.1;Noir;https://www.paruvendu.fr/a/voiture-occasion/lexus/ct/1275274067A1KVVOLXCT
Porsche;Cayenne;146900;2019;43958;Hybride;Automatique;4;42;4;85;3.7;Noir;https://www.paruvendu.fr/a/voiture-occasion/porsche/cayenne/1272878053A1KVVOPOCAY
Porsche;Panamera;87900;2019;44782;Hybride;Automatique;4;19;4;56;2.5;Marron;https://www.paruvendu.fr/a/voiture-occasion/porsche/panamera/1271693768A1KVVOPOPAN
Porsche;Panamera;97900;2019;51283;Hybride;Automatique;4;19;5;64;2.8;Gris;https://www.paruvendu.fr/a/voiture-occasion/porsche/panamera/1273180863A1KVVOPOPAN
Toyota;Auris;18900;2018;45000;Hybride;Automatique;4;5;2;92;3.9;Gris;https://www.paruvendu.fr/a/voiture-occasion/toyota/auris/1275276418A1KVVOTOAUR
Toyota;Yaris;10990;2012;82820;Hybride;Automatique;4;3;5;85;3.7;Blanc;https://www.paruvendu.fr/a/voiture-occasion/toyota/yaris/1275124148A1KVVOTOYAR
Mercedes;Classe glc;30490;2017;104500;Hybride;Automatique;4;10;5;59;2.5;Gris;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-glc/1273204796A1KVVOMEGLC
Toyota;C-hr;27999;2020;27200;Hybride;Automatique;4;7;5;92;4.0;Gris;https://www.paruvendu.fr/a/voiture-occasion/toyota/c-hr/1275274969A1KVVOTOCHR
Toyota;Yaris;14500;2018;20000;Hybride;Automatique;4;3;5;82;3.6;Blanc;https://www.paruvendu.fr/a/voiture-occasion/toyota/yaris/1275274057A1KVVOTOYAR
Toyota;Prius;5000;2007;202831;Hybride;Automatique;4;4;5;104;4.3;Gris;https://www.paruvendu.fr/a/voiture-occasion/toyota/prius/1275271698A1KVVOTOPRI
Volkswagen;Golf;17490;2017;143000;Hybride;Automatique;5;6;5;36;1.6;Blanc;https://www.paruvendu.fr/a/voiture-occasion/volkswagen/golf/1275271164A1KVVOVWGOL
Peugeot;3008;11490;2014;130000;Hybride;Automatique;4;8;5;99;3.8;Blanc;https://www.paruvendu.fr/a/voiture-occasion/peugeot/3008/1274342832A1KVVOPE3M8
Toyota;Yaris;8990;2012;82500;Hybride;Automatique;4;3;5;79;3.5;Gris;https://www.paruvendu.fr/a/voiture-occasion/toyota/yaris/1275116771A1KVVOTOYAR
Mercedes;Classe glc;40990;2018;115000;Hybride;Automatique;4;10;5;62;2.6;Gris;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-glc/1274852803A1KVVOMEGLC
Kia;Niro;14900;2017;94962;Hybride;Automatique;4;5;5;88;3.8;Gris;https://www.paruvendu.fr/a/voiture-occasion/kia/niro/1274455371A1KVVOKINIR
Lexus;Nx;23499;2015;114093;Hybride;Automatique;4;8;5;123;5.3;Blanc;https://www.paruvendu.fr/a/voiture-occasion/lexus/nx/1274450510A1KVVOLXNX
Audi;A3;19490;2016;105000;Hybride;Automatique;4;6;5;39;1.7;Gris;https://www.paruvendu.fr/a/voiture-occasion/audi/a3/1274126946A1KVVOAUA3
Toyota;C-hr;19490;2019;45300;Hybride;Automatique;4;4;5;86;3.8;Gris;https://www.paruvendu.fr/a/voiture-occasion/toyota/c-hr/1274872334A1KVVOTOCHR
Volkswagen;Golf;23980;2020;79950;Hybride;Automatique;5;8;5;40;1.9;Gris;https://www.paruvendu.fr/a/voiture-occasion/volkswagen/golf/1272450789A1KVVOVWGOL
Bmw;Serie 5;31500;2018;94197;Hybride;Automatique;4;8;5;46;2.0;Noir;https://www.paruvendu.fr/a/voiture-occasion/bmw/serie-5/1271462195A1KVVOBMS5
Toyota;Rav 4;19990;2017;115177;Hybride;Automatique;4;8;5;116;5.0;Kaki;https://www.paruvendu.fr/a/voiture-occasion/toyota/rav-4/1275124788A1KVVOTORAV
Toyota;Yaris;11490;2018;129585;Hybride;Automatique;4;3;5;75;3.3;Blanc;https://www.paruvendu.fr/a/voiture-occasion/toyota/yaris/1273986456A1KVVOTOYAR
Toyota;Corolla;14990;2020;197214;Hybride;Automatique;4;7;5;85;3.7;Blanc;https://www.paruvendu.fr/a/voiture-occasion/toyota/corolla/1274828612A1KVVOTOCOR
Hyundai;Ioniq;16990;2018;99780;Hybride;Automatique;4;5;5;79;3.4;Gris;https://www.paruvendu.fr/a/voiture-occasion/hyundai/ioniq/1268387974A1KVVOHYION
Toyota;Corolla;19990;2020;85811;Hybride;Automatique;4;4;5;76;3.7;Gris;https://www.paruvendu.fr/a/voiture-occasion/toyota/corolla/1274108794A1KVVOTOCOR
Toyota;Corolla;21990;2020;74558;Hybride;Automatique;4;7;5;85;3.7;Noir;https://www.paruvendu.fr/a/voiture-occasion/toyota/corolla/1275096832A1KVVOTOCOR
Lexus;Nx;21990;2019;129459;Hybride;Automatique;4;8;5;127;5.7;Gris;https://www.paruvendu.fr/a/voiture-occasion/lexus/nx/1274695726A1KVVOLXNX
Mercedes;Classe c;26990;2015;80000;Hybride;Automatique;4;11;5;94;3.6;Blanc;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-c/1273642497A1KVVOMEC
Porsche;Panamera;71990;2019;108000;Hybride;Automatique;4;19;5;56;2.5;Gris;https://www.paruvendu.fr/a/voiture-occasion/porsche/panamera/1274313402A1KVVOPOPAN
Mini;Countryman;19990;2019;64950;Hybride;Automatique;4;6;5;55;2.4;Bleu;https://www.paruvendu.fr/a/voiture-occasion/mini/countryman/1275140836A1KVVOMCMIN
Volkswagen;Golf;16490;2016;131500;Hybride;Automatique;5;6;5;35;1.5;Blanc;https://www.paruvendu.fr/a/voiture-occasion/volkswagen/golf/1275123447A1KVVOVWGOL
Toyota;Rav 4;21490;2017;99990;Hybride;Automatique;4;8;5;117;5.0;Blanc;https://www.paruvendu.fr/a/voiture-occasion/toyota/rav-4/1275042486A1KVVOTORAV
Audi;A3;15390;2015;132500;Hybride;Automatique;5;6;5;39;1.7;Rouge;https://www.paruvendu.fr/a/voiture-occasion/audi/a3/1274342648A1KVVOAUA3
Toyota;C-hr;18999;2019;57900;Hybride;Automatique;4;4;5;86;3.8;Gris;https://www.paruvendu.fr/a/voiture-occasion/toyota/c-hr/1274984939A1KVVOTOCHR
Toyota;Auris;20900;2018;4500;Hybride;Automatique;4;5;5;91;3.9;Gris;https://www.paruvendu.fr/a/voiture-occasion/toyota/auris/1273731013A1KVVOTOAUR
Toyota;Yaris;11490;2015;121000;Hybride;Automatique;4;3;5;82;3.6;Rouge;https://www.paruvendu.fr/a/voiture-occasion/toyota/yaris/1275240529A1KVVOTOYAR
Toyota;Auris;17990;2019;45000;Hybride;Automatique;4;5;5;91;3.9;Gris;https://www.paruvendu.fr/a/voiture-occasion/toyota/auris/1275241029A1KVVOTOAUR
Porsche;Cayenne;59990;2016;60000;Hybride;Automatique;4;20;5;79;3.4;Gris;https://www.paruvendu.fr/a/voiture-occasion/porsche/cayenne/1275019155A1KVVOPOCAY
Ford;Mondeo;20990;2018;47000;Hybride;Automatique;5;7;5;92;4.2;Noir;https://www.paruvendu.fr/a/voiture-occasion/ford/mondeo/1270668164A1KVVOFOMON
Porsche;Cayenne;27490;2012;192000;Hybride;Automatique;4;22;5;193;8.2;Marron;https://www.paruvendu.fr/a/voiture-occasion/porsche/cayenne/1274650221A1KVVOPOCAY
Mercedes;Classe gle;46990;2018;49900;Hybride;Automatique;4;20;5;84;3.7;Noir;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-gle/1274193693A1KVVOMEGLE
Ford;Mondeo;19900;2017;50000;Hybride;Automatique;4;7;5;92;4.2;Gris;https://www.paruvendu.fr/a/voiture-occasion/ford/mondeo/1273384760A1KVVOFOMON
Lexus;Rx;25990;2014;94000;Hybride;Automatique;4;15;5;145;6.3;Gris;https://www.paruvendu.fr/a/voiture-occasion/lexus/rx/1274749465A1KVVOLXRX
Porsche;Cayenne;35990;2017;197000;Hybride;Automatique;4;20;5;79;3.4;Noir;https://www.paruvendu.fr/a/voiture-occasion/porsche/cayenne/1274748452A1KVVOPOCAY
Jaguar;F-pace;63900;2022;42900;Hybride;Automatique;4;19;5;54;2.4;Noir;https://www.paruvendu.fr/a/voiture-occasion/jaguar/f-pace/1270367873A1KVVOJAFPA
Toyota;C-hr;18890;2018;58000;Hybride;Automatique;4;4;5;86;3.8;Blanc;https://www.paruvendu.fr/a/voiture-occasion/toyota/c-hr/1274607399A1KVVOTOCHR
Volkswagen;Golf;18990;2017;105500;Hybride;Automatique;4;6;5;36;1.6;Blanc;https://www.paruvendu.fr/a/voiture-occasion/volkswagen/golf/1274283058A1KVVOVWGOL
Mini;Countryman;21490;2017;90812;Hybride;Automatique;4;6;5;55;2.4;Gris;https://www.paruvendu.fr/a/voiture-occasion/mini/countryman/1275193300A1KVVOMCMIN
Mercedes;Classe s;37990;2013;105000;Hybride;Automatique;4;19;5;159;6.8;Gris;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-s/1274283051A1KVVOMES
Volvo;Xc90;39990;2018;87500;Hybride;Automatique;4;18;7;49;2.1;Blanc;https://www.paruvendu.fr/a/voiture-occasion/volvo/xc90/1274607389A1KVVOVOXC9
Porsche;Cayenne;69900;2019;95875;Hybride;Automatique;4;20;5;72;3.1;Blanc;https://www.paruvendu.fr/a/voiture-occasion/porsche/cayenne/1275212742A1KVVOPOCAY
Porsche;Cayenne;42990;2015;154600;Hybride;Automatique;5;20;5;79;3.4;Noir;https://www.paruvendu.fr/a/voiture-occasion/porsche/cayenne/1274724959A1KVVOPOCAY
Toyota;Yaris;11490;2014;119000;Hybride;Automatique;4;3;5;75;3.3;Gris;https://www.paruvendu.fr/a/voiture-occasion/toyota/yaris/1273444296A1KVVOTOYAR
Toyota;Camry;24990;2020;123703;Hybride;Automatique;4;9;5;98;4.3;Gris;https://www.paruvendu.fr/a/voiture-occasion/toyota/camry/1275214709A1KVVOTOCAM
Toyota;C-hr;21490;2020;32050;Hybride;Automatique;4;4;5;86;3.8;Gris;https://www.paruvendu.fr/a/voiture-occasion/toyota/c-hr/1275267708A1KVVOTOCHR
Peugeot;208;18500;2020;43000;Electrique;Automatique;4;4;5;0;0;Jaune;https://www.paruvendu.fr/a/voiture-occasion/peugeot/208/1274976681A1KVVOPE208
Kia;Niro;20990;2019;78000;Electrique;Automatique;4;1;5;0;0;Blanc;https://www.paruvendu.fr/a/voiture-occasion/kia/niro/1274505113A1KVVOKINIR
Mg;Mg5;25990;2023;6500;Electrique;Automatique;4;5;5;0;0;Gris;https://www.paruvendu.fr/a/voiture-occasion/mg/mg5/1272810168A1KVVOMGMG5
Tesla;Model y;39990;2022;53000;Electrique;Automatique;4;11;5;0;0;Blanc;https://www.paruvendu.fr/a/voiture-occasion/tesla/model-y/1274879193A1KVVOTEMOY
Renault;Zoe;10500;2020;63000;Electrique;Automatique;4;4;5;0;0;Blanc;https://www.paruvendu.fr/a/voiture-occasion/renault/zoe/1275294889A1KVVOREZOE
Kia;Ev6;42000;2023;6000;Electrique;Automatique;4;4;5;0;0;Noir;https://www.paruvendu.fr/a/voiture-occasion/kia/ev6/1275012074A1KVVOKIEV6
Renault;Zoe;9750;2017;64500;Electrique;Automatique;4;1;5;0;0;Gris;https://www.paruvendu.fr/a/voiture-occasion/renault/zoe/1274401569A1KVVOREZOE
Dacia;Spring;11500;2022;2750;Electrique;Automatique;4;2;4;0;0;Blanc;https://www.paruvendu.fr/a/voiture-occasion/dacia/spring/1272348057A1KVVODCSPR
Dacia;Spring;12500;2022;7800;Electrique;Automatique;4;2;4;0;0;Gris;https://www.paruvendu.fr/a/voiture-occasion/dacia/spring/1272403170A1KVVODCSPR
Peugeot;2008;16000;2021;64500;Electrique;Automatique;4;4;5;0;0;Orange;https://www.paruvendu.fr/a/voiture-occasion/peugeot/2008/1275195266A1KVVOPE2M8
Hyundai;Kona;22000;2019;8300;Electrique;Automatique;4;1;5;0;0;Bordeaux;https://www.paruvendu.fr/a/voiture-occasion/hyundai/kona/1273902548A1KVVOHYKON
Renault;Zoe;8500;2018;55100;Electrique;Automatique;4;1;5;0;0;Bleu;https://www.paruvendu.fr/a/voiture-occasion/renault/zoe/1274730091A1KVVOREZOE
Volkswagen;Up;15200;2022;22200;Electrique;Automatique;4;4;4;0;0;Gris;https://www.paruvendu.fr/a/voiture-occasion/volkswagen/up/1274730087A1KVVOVWUP
Renault;Zoe;16500;2021;43000;Electrique;Automatique;4;4;5;0;0;Gris;https://www.paruvendu.fr/a/voiture-occasion/renault/zoe/1274131892A1KVVOREZOE
Hyundai;Kona;26800;2021;10383;Electrique;Automatique;4;3;5;0;0;Gris;https://www.paruvendu.fr/a/voiture-occasion/hyundai/kona/1274006243A1KVVOHYKON
Volkswagen;Up;16700;2022;17000;Electrique;Automatique;4;4;4;0;0;Noir;https://www.paruvendu.fr/a/voiture-occasion/volkswagen/up/1273863231A1KVVOVWUP
Peugeot;208;19000;2020;50600;Electrique;Automatique;4;4;5;0;0;Bleu;https://www.paruvendu.fr/a/voiture-occasion/peugeot/208/1271206520A1KVVOPE208
Opel;Mokka;23999;2022;9000;Electrique;Automatique;4;4;5;0;0;Vert;https://www.paruvendu.fr/a/voiture-occasion/opel/mokka/1274379971A1KVVOOPMOK
Mg;Mg4;22350;2023;9800;Electrique;Automatique;4;4;5;0;0;Noir;https://www.paruvendu.fr/a/voiture-occasion/mg/mg4/1274172062A1KVVOMGMG4
Tesla;Model 3;29900;2022;27300;Electrique;Automatique;4;7;5;0;0;Rouge;https://www.paruvendu.fr/a/voiture-occasion/tesla/model-3/1275335055A1KVVOTEMO3
Peugeot;2008;24990;2022;26900;Electrique;Automatique;5;4;5;0;0;Blanc;https://www.paruvendu.fr/a/voiture-occasion/peugeot/2008/1274951425A1KVVOPE2M8
Skoda;Enyaq;57072;2022;9000;Electrique;Automatique;5;5;5;0;0;Gris;https://www.paruvendu.fr/a/voiture-occasion/skoda/enyaq/1265497210A1KVVOSKENY
Volkswagen;Id.buzz;56836;2022;10000;Electrique;Automatique;5;5;5;0;0;Bleu;https://www.paruvendu.fr/a/voiture-occasion/volkswagen/idbuzz/1273072864A1KVVOVWIDB
Tesla;Model 3;31000;2021;31000;Electrique;Automatique;4;7;5;0;0;Gris;https://www.paruvendu.fr/a/voiture-occasion/tesla/model-3/1275176916A1KVVOTEMO3
Renault;Megane;27400;2022;17189;Electrique;Automatique;4;4;5;0;0;Blanc;https://www.paruvendu.fr/a/voiture-occasion/renault/megane-iv/1274048211A1KVVOREME4
Renault;Twingo;13699;2021;48491;Electrique;Automatique;4;3;4;0;0;Bleu;https://www.paruvendu.fr/a/voiture-occasion/renault/twingo/1274710510A1KVVORETWI
Renault;Zoe;14199;2020;70321;Electrique;Automatique;4;4;5;0;0;Blanc;https://www.paruvendu.fr/a/voiture-occasion/renault/zoe/1275173951A1KVVOREZOE
Nissan;Leaf;19990;2021;19792;Electrique;Automatique;4;6;5;0;0;Noir;https://www.paruvendu.fr/a/voiture-occasion/nissan/leaf/1273978121A1KVVONILEA
Renault;Zoe;15490;2020;29986;Electrique;Automatique;4;4;5;0;0;Blanc;https://www.paruvendu.fr/a/voiture-occasion/renault/zoe/1269998017A1KVVOREZOE
Peugeot;208;19990;2022;32000;Electrique;Automatique;5;4;5;0;0;Bleu;https://www.paruvendu.fr/a/voiture-occasion/peugeot/208/1274796787A1KVVOPE208
Renault;Zoe;7990;2019;27484;Electrique;Automatique;4;1;5;0;0;Blanc;https://www.paruvendu.fr/a/voiture-occasion/renault/zoe/1271145629A1KVVOREZOE
Renault;Zoe;18799;2021;19293;Electrique;Automatique;4;4;5;0;0;Violet;https://www.paruvendu.fr/a/voiture-occasion/renault/zoe/1274710711A1KVVOREZOE
Renault;Zoe;14990;2020;49208;Electrique;Automatique;4;4;5;0;0;Bleu;https://www.paruvendu.fr/a/voiture-occasion/renault/zoe/1272681350A1KVVOREZOE
Renault;Zoe;16390;2020;28708;Electrique;Automatique;4;1;5;0;0;Blanc;https://www.paruvendu.fr/a/voiture-occasion/renault/zoe/1273134033A1KVVOREZOE
Tesla;Model 3;29990;2019;93222;Electrique;Automatique;4;9;5;0;0;Bleu;https://www.paruvendu.fr/a/voiture-occasion/tesla/model-3/1275248192A1KVVOTEMO3
Nissan;Leaf;9450;2017;60300;Electrique;Automatique;4;3;5;0;0;Blanc;https://www.paruvendu.fr/a/voiture-occasion/nissan/leaf/1275334820A1KVVONILEA
Citroen;C-zero;9500;2018;45805;Electrique;Automatique;2;1;4;0;0;Gris;https://www.paruvendu.fr/a/voiture-occasion/citroen/c-zero/1274673948A1KVVOCICZE
Mg;Mg zs;15990;2021;47000;Electrique;Automatique;4;5;5;0;0;Blanc;https://www.paruvendu.fr/a/voiture-occasion/mg/mgzs/1274361682A1KVVOMGZS
Volkswagen;Id.buzz;56836;2022;12876;Electrique;Automatique;5;5;5;0;0;Bleu;https://www.paruvendu.fr/a/voiture-occasion/volkswagen/idbuzz/1273072863A1KVVOVWIDB
Peugeot;2008;34900;2023;6500;Electrique;Automatique;4;4;5;0;0;Rouge;https://www.paruvendu.fr/a/voiture-occasion/peugeot/2008/1272372786A1KVVOPE2M8
Nissan;Leaf;14990;2020;57000;Electrique;Automatique;5;4;5;0;0;Rouge;https://www.paruvendu.fr/a/voiture-occasion/nissan/leaf/1270371511A1KVVONILEA
Renault;Twingo;14990;2022;8026;Electrique;Automatique;4;3;4;0;0;Gris;https://www.paruvendu.fr/a/voiture-occasion/renault/twingo-iii/1274500210A1KVVORETW3
Fiat;500;19990;2020;40182;Electrique;Automatique;2;3;4;0;0;Gris;https://www.paruvendu.fr/a/voiture-occasion/fiat/500/1273707950A1KVVOFI500
Mini;Cooper;22990;2020;32000;Electrique;Automatique;2;3;4;0;0;Vert;https://www.paruvendu.fr/a/voiture-occasion/mini/cooper-s/1272727463A1KVVOMCCOS
Tesla;Model 3;31990;2022;34000;Electrique;Automatique;4;6;5;0;0;Blanc;https://www.paruvendu.fr/a/voiture-occasion/tesla/model-3/1275230917A1KVVOTEMO3
Renault;Zoe;7990;2015;42787;Electrique;Automatique;5;1;5;0;0;Blanc;https://www.paruvendu.fr/a/voiture-occasion/renault/zoe/1275248791A1KVVOREZOE
